block_id	seq_id	bin_id	start	end	seq_id2	bin_id2	start2	end2	strand	block_ori	colour_block
201	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	17034531	17079399	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	11550796	11595237	-	-	DroMel#1#3R
201	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	11550796	11595237	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	9163314	9208164	+	-	DroMel#1#3R
201	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	9163314	9208164	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	71367983	71417445	-	-	DroMel#1#3R
202	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	17080642	17087967	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	11541821	11549214	-	-	DroMel#1#3R
202	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	11541821	11549214	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	9154670	9162083	+	-	DroMel#1#3R
202	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	9154670	9162083	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	84567185	84577496	+	-	DroMel#1#3R
203	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	17088798	17533878	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	11093355	11541007	-	-	DroMel#1#3R
203	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	11093355	11541007	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	8706723	9153866	+	-	DroMel#1#3R
203	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	8706723	9153866	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	86481425	86975368	-	-	DroMel#1#3R
204	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	17536679	17682286	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	10954589	11090594	-	-	DroMel#1#3R
204	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	10954589	11090594	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	8569280	8703961	+	-	DroMel#1#3R
204	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	8569280	8703961	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	72161609	72314307	+	-	DroMel#1#3R
205	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	17682908	17918737	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	10710935	10953970	-	-	DroMel#1#3R
205	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	10710935	10953970	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	8331843	8568657	+	-	DroMel#1#3R
205	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	8331843	8568657	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	88436999	88694314	-	-	DroMel#1#3R
206	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	17919518	18677312	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	9950477	10710161	-	-	DroMel#1#3R
206	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	9950477	10710161	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	7570726	8331073	+	-	DroMel#1#3R
206	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	7570726	8331073	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	79283832	80093524	+	-	DroMel#1#3R
207	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	18677913	20304429	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	8320300	9949871	-	-	DroMel#1#3R
207	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	8320300	9949871	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	5968502	7570118	+	-	DroMel#1#3R
207	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	5968502	7570118	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	67654608	69467513	-	-	DroMel#1#3R
208	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	20306385	20823967	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	7791847	8316821	-	-	DroMel#1#3R
208	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	7791847	8316821	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	5431990	5964745	+	-	DroMel#1#3R
208	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	5431990	5964745	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	70696088	71282600	+	-	DroMel#1#3R
209	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	20824666	20947336	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	7665830	7790668	-	-	DroMel#1#3R
209	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	7665830	7790668	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	5307234	5430835	+	-	DroMel#1#3R
209	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	5307234	5430835	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	77059867	77189581	-	-	DroMel#1#3R
210	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	20948963	21734707	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	6864976	7663788	-	-	DroMel#1#3R
210	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	6864976	7663788	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	4511502	5305017	+	-	DroMel#1#3R
210	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	4511502	5305017	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	66299683	67248585	+	-	DroMel#1#3R
211	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	21737744	22107090	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	20318321	20681045	+	+	DroMel#1#3R
211	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	20318321	20681045	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	17971481	18334639	+	+	DroMel#1#3R
211	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	17971481	18334639	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	73738928	74191723	+	+	DroMel#1#3R
213	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	22119881	23257100	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	20695705	21824214	+	+	DroMel#1#3R
213	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	20695705	21824214	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	18350551	19479703	+	+	DroMel#1#3R
213	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	18350551	19479703	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	74218379	75461369	+	+	DroMel#1#3R
214	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	23258889	23932170	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	21826061	22477429	+	+	DroMel#1#3R
214	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	21826061	22477429	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	19481532	20155409	+	+	DroMel#1#3R
214	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	19481532	20155409	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	86977389	87708410	+	+	DroMel#1#3R
215	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	23934035	24530366	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	22479269	23070531	+	+	DroMel#1#3R
215	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	22479269	23070531	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	20157260	20759764	+	+	DroMel#1#3R
215	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	20157260	20759764	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	82290279	82940947	+	+	DroMel#1#3R
216	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	24534550	24922301	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	23074693	23471154	+	-	DroMel#1#3R
216	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	23074693	23471154	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	20763891	21153305	+	-	DroMel#1#3R
216	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	20763891	21153305	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	75518161	75938319	-	-	DroMel#1#3R
217	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	24932029	25661071	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	23476160	24202315	+	+	DroMel#1#3R
217	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	23476160	24202315	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	21158314	21886432	+	+	DroMel#1#3R
217	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	21158314	21886432	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	83770025	84566517	+	+	DroMel#1#3R
218	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	25661991	25850968	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	24203213	24385060	+	-	DroMel#1#3R
218	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	24203213	24385060	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	21887316	22063480	+	-	DroMel#1#3R
218	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	21887316	22063480	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	86282912	86480559	-	-	DroMel#1#3R
219	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	25851909	26868883	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	24385999	25389178	+	-	DroMel#1#3R
219	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	24385999	25389178	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	22064427	23068257	+	-	DroMel#1#3R
219	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	22064427	23068257	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	89437344	90582344	-	-	DroMel#1#3R
221	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	26872563	27112242	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	25392779	25621674	+	-	DroMel#1#3R
221	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	25392779	25621674	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	23071867	23302269	+	-	DroMel#1#3R
221	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	23071867	23302269	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	89141978	89435327	-	-	DroMel#1#3R
223	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	27115309	27238901	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	25624748	25739989	+	-	DroMel#1#3R
223	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	25624748	25739989	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	23305404	23420973	+	-	DroMel#1#3R
223	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	23305404	23420973	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	89013145	89141550	-	-	DroMel#1#3R
224	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	27239291	27916462	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	25740489	26386097	+	+	DroMel#1#3R
224	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	25740489	26386097	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	23421473	24063654	+	+	DroMel#1#3R
224	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	23421473	24063654	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	81499867	82289615	+	+	DroMel#1#3R
225	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	27917025	27947285	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	26386649	26417726	+	+	DroMel#1#3R
225	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	26386649	26417726	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	24064202	24094081	+	+	DroMel#1#3R
225	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	24064202	24094081	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	87710466	87741524	+	+	DroMel#1#3R
226	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	27949178	29026320	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	26419589	27470609	+	+	DroMel#1#3R
226	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	26419589	27470609	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	24096010	25143514	+	+	DroMel#1#3R
226	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	24096010	25143514	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	80282465	81498231	+	+	DroMel#1#3R
227	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	29027338	29038897	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	27471945	27483456	+	-	DroMel#1#3R
227	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	27471945	27483456	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	25144886	25156470	+	-	DroMel#1#3R
227	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	25144886	25156470	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	88999538	89012545	-	-	DroMel#1#3R
228	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	29039384	29724160	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	27483943	28159610	+	+	DroMel#1#3R
228	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	27483943	28159610	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	25156957	25855508	+	+	DroMel#1#3R
228	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	25156957	25855508	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	85479982	86281585	+	+	DroMel#1#3R
229	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	29725864	32067816	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	28161316	30442608	+	+	DroMel#1#3R
229	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	28161316	30442608	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	25857217	28127555	+	+	DroMel#1#3R
229	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	25857217	28127555	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	90584014	93223611	+	+	DroMel#1#3R
230	DroMel#1#4	Drosophila_melanogaster_GCF_000001215.4.fasta	1331	4739	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3157666	3161415	-	-	DroMel#1#4
230	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3157666	3161415	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	818179	821931	+	-	DroMel#1#4
230	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	818179	821931	DroSuz#1#4	Drosophila_suzuki_GCF_043229965.1.fasta	2525298	2537665	+	-	DroMel#1#4
231	DroMel#1#4	Drosophila_melanogaster_GCF_000001215.4.fasta	39206	151910	DroSech#1#4	Drosophila_sechellia_GCF_004382195.2.fasta	69070	174223	+	-	DroMel#1#4
231	DroSech#1#4	Drosophila_sechellia_GCF_004382195.2.fasta	69070	174223	DroSim#1#4	Drosophila_simulans_GCF_016746395.2.fasta	5897	117641	+	-	DroMel#1#4
231	DroSim#1#4	Drosophila_simulans_GCF_016746395.2.fasta	5897	117641	DroSuz#1#4	Drosophila_suzuki_GCF_043229965.1.fasta	2176399	2502175	-	-	DroMel#1#4
232	DroMel#1#4	Drosophila_melanogaster_GCF_000001215.4.fasta	154842	175159	DroSech#1#4	Drosophila_sechellia_GCF_004382195.2.fasta	177452	198919	+	+	DroMel#1#4
232	DroSech#1#4	Drosophila_sechellia_GCF_004382195.2.fasta	177452	198919	DroSim#1#4	Drosophila_simulans_GCF_016746395.2.fasta	120956	141912	+	+	DroMel#1#4
232	DroSim#1#4	Drosophila_simulans_GCF_016746395.2.fasta	120956	141912	DroSuz#1#4	Drosophila_suzuki_GCF_043229965.1.fasta	2139814	2169385	+	+	DroMel#1#4
233	DroMel#1#4	Drosophila_melanogaster_GCF_000001215.4.fasta	186257	1265096	DroSech#1#4	Drosophila_sechellia_GCF_004382195.2.fasta	215069	1215644	+	-	DroMel#1#4
233	DroSech#1#4	Drosophila_sechellia_GCF_004382195.2.fasta	215069	1215644	DroSim#1#4	Drosophila_simulans_GCF_016746395.2.fasta	157430	1139825	+	-	DroMel#1#4
233	DroSim#1#4	Drosophila_simulans_GCF_016746395.2.fasta	157430	1139825	DroSuz#1#4	Drosophila_suzuki_GCF_043229965.1.fasta	35491	2086697	-	-	DroMel#1#4
234	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	131451	199484	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	115045	171360	+	-	DroMel#1#X
234	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	115045	171360	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	48520	105625	+	-	DroMel#1#X
234	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	48520	105625	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	8582322	8669738	-	-	DroMel#1#X
235	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	245102	625187	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	228809	592541	+	-	DroMel#1#X
235	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	228809	592541	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	114711	479188	+	-	DroMel#1#X
235	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	114711	479188	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	8049591	8577578	-	-	DroMel#1#X
237	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	630431	643319	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	597832	610503	+	-	DroMel#1#X
237	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	597832	610503	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	484528	497198	+	-	DroMel#1#X
237	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	484528	497198	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	215668	230012	-	-	DroMel#1#X
238	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	645822	765131	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	612448	734844	+	+	DroMel#1#X
238	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	612448	734844	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	499151	620985	+	+	DroMel#1#X
238	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	499151	620985	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	8683144	8849803	+	+	DroMel#1#X
239	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	765477	784132	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	735204	754106	+	+	DroMel#1#X
239	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	735204	754106	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	621344	640428	+	+	DroMel#1#X
239	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	621344	640428	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	635741	656742	+	+	DroMel#1#X
241	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	793353	940508	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	763729	895961	+	-	DroMel#1#X
241	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	763729	895961	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	649644	782852	+	-	DroMel#1#X
241	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	649644	782852	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	26892	214000	-	-	DroMel#1#X
242	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	941871	1239705	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	897295	1190366	+	+	DroMel#1#X
242	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	897295	1190366	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	784211	1071521	+	+	DroMel#1#X
242	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	784211	1071521	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	660645	1017811	+	+	DroMel#1#X
243	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	1241957	1370035	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	1192524	1309392	+	-	DroMel#1#X
243	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	1192524	1309392	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	1073736	1191126	+	-	DroMel#1#X
243	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	1073736	1191126	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	4346892	4494509	-	-	DroMel#1#X
244	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	1371745	2075688	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	1311049	1982751	+	+	DroMel#1#X
244	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	1311049	1982751	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	1192777	1858767	+	+	DroMel#1#X
244	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	1192777	1858767	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	6203482	6978118	+	+	DroMel#1#X
245	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	2077000	2610308	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	1984017	2499082	+	-	DroMel#1#X
245	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	1984017	2499082	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	1860035	2384953	+	-	DroMel#1#X
245	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	1860035	2384953	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	7047018	7665806	-	-	DroMel#1#X
246	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	2618543	2697976	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	2500217	2577732	+	+	DroMel#1#X
246	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	2500217	2577732	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	2386069	2464161	+	+	DroMel#1#X
246	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	2386069	2464161	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	232402	333153	+	+	DroMel#1#X
247	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	2699052	3052120	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	2578803	2912552	+	+	DroMel#1#X
247	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	2578803	2912552	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	2465237	2799949	+	+	DroMel#1#X
247	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	2465237	2799949	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	14882012	15375945	+	+	DroMel#1#X
249	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	3055443	4100235	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	2915652	3877730	+	+	DroMel#1#X
249	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	2915652	3877730	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	2803241	3780860	+	+	DroMel#1#X
249	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	2803241	3780860	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	15380762	16729415	+	+	DroMel#1#X
250	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	4103272	4737912	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	3881393	4496423	+	-	DroMel#1#X
250	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	3881393	4496423	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	3784325	4417574	+	-	DroMel#1#X
250	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	3784325	4417574	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	9792810	10609811	-	-	DroMel#1#X
252	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	4742094	5084444	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	4500227	4838316	+	-	DroMel#1#X
252	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	4500227	4838316	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	4421506	4746452	+	-	DroMel#1#X
252	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	4421506	4746452	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	9377117	9778073	-	-	DroMel#1#X
253	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	5086104	5420666	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	4839961	5167035	+	+	DroMel#1#X
253	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	4839961	5167035	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	4748072	5071513	+	+	DroMel#1#X
253	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	4748072	5071513	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	23210164	23606137	+	+	DroMel#1#X
254	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	5422335	5566069	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5168094	5312370	+	-	DroMel#1#X
